P00055040A0000|181 183|FR
P10664876A0000|260 261|B
P10664876A0000|282 283|C
P10664876A0000|330 331|D
P10669594A0000|254 258|gp63
P10671519A0641|121 125|term
P10671519A0641|130 133|LEM
P10671519A0641|209 210|2
P10673426A0168|80 81|N
P10673426A0168|92 93|T
P10673426A0168|151 152|C
P10674395A0262|238 242|GnRH
P10674395A0262|272 275|GT1
P10675610A0279|127 130|MYC
P10677214A2842|78 79|H
P10677214A2842|84 85|N
P10681520A0525|134 139|Cdc42
P10682570A0453|8 11|SOD
P10684097A0175|187 188|g
P10684265T0000|137 143|SUMO-1
P10684941A0722|92 93|1
P10684941A0722|122 123|3
P10684941A0722|129 130|5
P10687862A1980|55 57|CI
P10691972T0000|85 86|2
P10691972T0000|88 92|MRP2
P10691972T0000|169 170|3
P10691972T0000|172 176|MRP3
P10694210A0385|187 188|2
P10694210A0385|213 216|H1R
P10698516T0000|7 24|Ste20-like kinase
P10698516T0000|86 89|JNK
P10702794A1495|144 148|ERK2
P10703633A0747|236 237|p
P10704285A0536|6 10|AP-2
P10704285A0536|80 89|AP-2alpha
P10704285A0536|118 127|AP-2alpha
P10704285A0536|175 184|AP-2alpha
P10704338A0354|82 85|p24
P10704338A0354|86 88|CA
P10704338A0354|229 232|p24
P10704338A0354|288 289|P
P10706887A0281|65 66|2
P10706887A0281|67 68|5
P10706887A0281|138 141|ALK
P10706887A1457|62 66|ATIC
P10706887A1457|67 70|ALK
P10708769A0433|50 52|ER
P10711674A0000|111 114|LCA
P10714985A1057|46 47|5
P10714985A1057|86 88|AG
P10714985A1057|117 121|TRAP
P10714985A1057|122 125|trp
P10717612A0000|203 207|IL-2
P10722661A0146|110 115|PHO80
P10723723A0781|118 119|5
P10723723A0781|129 130|1
P10724483A0540|61 66|HEM13
P10725382A0398|98 99|C
P10725382A0398|130 134|SOS2
P10725433A0543|101 102|B
P10725433A0543|173 177|CREB
P10727247A0461|111 116|TEF-1
P10727247A0461|127 132|TEF-1
P10727247A0461|141 146|TEF-1
P10727428A0000|138 141|MAP
P10727433A0560|56 61|CSF-1
P10727433A0560|126 129|AP1
P10727433A0560|149 150|1
P10727433A0560|167 170|uPA
P10727433A0560|239 242|ras
P10727433A0560|262 263|C
P10727433T0000|148 153|CSF-1
P10727511A0294|74 79|GLT-1
P10732669A1336|185 187|HD
P10733569A0364|141 145|HSF2
P10733581A1391|116 121|TTF-1
P10733591A0533|111 116|Cdc42
P10735272A0649|142 145|PCR
P10744749T0000|50 51|1
P10744749T0000|74 78|MyoD
P10744749T0000|117 121|MyoD
P10744749T0000|151 155|p300
P10748113A0187|25 36|RIM protein
P10748113A0187|45 49|RIM2
P10748113A0187|80 84|RIM1
P10750021A0728|133 135|P2
P10751398A1135|81 85|CD40
P10751398A1135|132 133|1
P10756007A1512|39 42|Rep
P10758489A0206|129 130|2
P10759693A0201|147 149|H2
P10760950A1133|36 37|N
P10764760T0000|74 77|JNK
P10764970A1009|87 90|PCR
P10765095A0308|235 238|PRL
P10772977A0222|35 37|CP
P10773351A0672|63 72|IFN-gamma
P10773351A0672|113 116|GAS
P10773455A1268|28 34|GATA-1
P10773455A1268|129 134|ALAS2
P10773455A1268|235 238|MEL
P10773455A1268|315 320|ALAS2
P10775038A0142|111 115|Wee1
P10775267A0363|29 30|T
P10775267A0363|120 123|BMT
P10775267A0363|140 141|T
P10775267A0363|142 143|T
P10775267A0363|144 145|F
P10775267A0363|174 175|B
P10775585A0754|30 32|S2
P10775585A0754|53 56|NIH
P10775585A0754|57 58|3
P10775585A0754|200 203|MAP
P10775623A0120|52 55|pol
P10775623A0120|61 64|env
P10777217A0536|16 17|p
P10777217A0536|77 78|p
P10777217A0536|109 110|p
P10777499A0883|111 112|B
P10777669A0582|50 51|1
P10778740A1493|15 19|Cdk2
P10778740A1493|167 170|pho
P10778740A1493|174 178|HIS3
P10778757A0000|122 123|1
P10779352T0000|105 107|Rb
P10779508A0452|101 102|S
P10779508A0897|41 46|GRIP1
P10779508A0897|73 74|1
P10781423A0993|151 156|TTF-1
P10781990A0455|12 15|MRI
P10781990A0455|25 27|th
P10790390X0000|77 86|mod(mdg4)
P10790390X0000|102 111|mod(mdg4)
P10790390X0000|133 134|3
P10794405A0000|153 155|H1
P10799501A1391|105 110|Cdc42
P10799879T0000|104 105|2
P10799879T0000|131 132|T
P10801809T0000|87 91|PHO5
P10805729A0987|95 99|DDP1
P10805739A0640|71 72|2
P10805739A0640|167 168|2
P10805747A0633|51 52|p
P10805747A0633|90 91|1
P10805747A0633|91 92|p
P10805747A0633|101 102|p
P10811804A0000|54 59|MKP-3
P10811804A0000|156 159|MAP
P10811804A0800|110 113|p90
P10811804A0800|155 160|MKP-3
P10811908A0938|129 132|I-1
P10815807A1271|119 120|T
P10824485A0393|72 73|T
P10825200T0000|102 106|Jak3
P10825200T0000|125 128|Syk
P10825200T0000|133 136|Lck
P10825200T0000|153 157|IL-2
P10825293T0000|22 32|N-cadherin
P10825294A0473|89 92|BSP
P10825294A0473|190 191|C
P10825294A0473|234 235|C
P10827952A0158|56 61|TFIID
P10827952A0158|156 158|H4
P10833461A0603|25 27|-1
P10833461A0603|51 54|PAC
P10833461A0603|96 102|UGT2B7
P10833486A0598|58 59|2
P10833486A0598|62 64|OR
P10833486A0598|102 104|OR
P10833486A0598|106 107|5
P10833486A0598|140 143|ALT
P10833486A0598|153 155|OR
P10838139A1447|29 31|12
P10846054A0573|142 143|1
P10846054A0573|151 152|2
P10846054A0573|174 175|2
P10850719A0680|79 84|Vbeta
P10850719A0680|111 113|12
P10850719A0680|134 139|Vbeta
P10850719A0680|157 159|12
P10850849A0730|75 76|1
P10850849A0730|77 78|2
P10852485A0477|82 84|CS
P10852485A0477|95 96|5
P10852485A0477|117 118|5
P10860131A0847|100 102|CI
P10861080A0433|43 55|IkappaBalpha
P10861080A0433|91 100|TNF-alpha
P10861086A0259|104 107|Src
P10861086A0259|116 119|Csk
P10861086A0259|181 184|Csk
P10861086A0259|208 209|R
P10861086A0904|40 43|Src
P10861906A0999|108 112|IME2
P10861906A0999|160 164|IME1
P10861906A0999|185 189|IME2
P10861909A0502|129 133|leu1
P10861909A0502|153 157|ura4
P10861909A0502|163 167|his3
P10861909A0502|206 210|nmt1
P10861909A0502|383 385|12
P10869076A1384|138 141|rut
P10871045A1221|51 56|C/EBP
P10871045A1221|172 177|C/EBP
P10871379A0261|73 76|HCF
P10872831A0000|85 89|EPOR
P10873286X0000|14 16|IN
P10873387A0816|53 60|Cacna1f
P10873387A0816|78 79|5
P10873387A0816|90 91|5
P10874044A0647|58 61|p38
P10874044A0647|79 83|ERK1
P10874044A0647|85 89|ERK2
P10874044A0647|142 143|1
P10878398A0542|38 41|Epo
P10878398A0542|121 124|Epo
P10878398A0542|133 136|Epo
P10885731A0915|111 117|impact
P10885750A0236|60 66|CREB-2
P10890911A0470|75 79|LEF1
P10891399A1185|79 82|p21
P10891399A1185|83 86|Cip
P10891399A1185|86 87|1
P10891399A1185|131 135|AP-1
P10891399A1185|176 179|fos
P10891489A0152|37 42|HMG-I
P10898795A0527|97 101|BCoR
P10900269A0396|177 178|1
P10903877A0879|72 75|PKC
P10903877A0879|90 91|C
P10903877A0879|131 132|3
P10903877A0879|132 134|TP
P10905352A0000|172 174|TP
P10907348A0508|149 151|AP
P10909973A1508|27 32|GLP-1
P10909973A1508|83 85|M1
P10909973A1508|86 90|CREB
P10910073A0876|148 151|PCR
P10913304A0894|46 50|Fli1
P10913304A0894|63 67|SAP1
P10913304A0894|72 73|1
P10915728A0216|98 99|6
P10915728A0216|125 133|IFN-beta
P10915728A0216|165 167|10
P10915728A0216|185 188|IFN
P10918572A1547|170 179|TGF-alpha
P10918599A0071|65 67|G1
P10918599A0071|68 69|S
P10918599A0071|145 147|GO
P10924061A0588|52 53|h
P10925159A1353|178 182|wash
P10925207A0634|75 76|3
P10931927A0655|28 29|A
P10931927A0655|38 39|5
P10931927A0655|44 45|5
P10931927A0655|56 57|5
P10931927A0655|58 59|T
P10931927A0655|143 159|DNA polymerase I
P10931950A0869|9 13|MAPK
P10934640A1114|34 35|p
P10934640A1114|70 71|p
P10934640A1114|93 94|p
P10938102A1359|89 91|GI
P10938102A1359|112 113|5
P10938102A1359|136 137|5
P10938105A0000|80 81|2
P10938105A0000|174 175|5
P10938113A0388|75 79|Vav3
P10938113A0388|184 187|Vav
P10939030A0986|81 82|p
P10939030A0986|109 110|p
P10939030A0986|129 131|IV
P10939030A0986|149 150|p
P10939030A0986|186 187|p
P10942599A1298|112 114|-1
P10958456A0529|55 56|3
P10958456A0529|96 98|F6
P10958456A0529|115 118|F10
P10958688A0265|19 20|2
P10958688A0265|20 21|p
P10958688A0265|79 80|1
P10958688A0265|80 81|p
P10958688A0265|130 131|1
P10958688A0265|131 132|p
P10961046A0342|78 81|vWF
P10963735A0193|107 110|CRF
P10963735A0193|115 117|HD
P10963735A0193|139 141|HD
P10963735A0193|159 161|HD
P10965135A0735|86 89|mos
P10965135A0735|206 209|MAP
P10965905A1618|19 22|Akt
P10965905A1618|180 185|IRS-1
P10965905A1618|213 215|GH
P10965905A1618|224 227|MAP
P10965905A1618|328 332|PI3K
P10965905A1618|349 351|GH
P10965905A1618|360 363|MAP
P10972980A0295|96 98|PI
P10972980A0295|100 101|3
P10972980A0295|126 127|A
P10972980A0295|129 130|B
P10972980A0295|136 137|C
P10972990A0526|135 137|TK
P10972990A0526|212 216|HPRT
P10983857A0923|180 183|STZ
P10997330A0361|118 121|PML
P11006283A1180|76 77|A
P11007961A0930|33 34|A
P11007961A0930|108 112|PP2A
P11012680A0676|26 30|FGF1
P11012680A0676|50 53|SH2
P11012680A0676|64 67|Src
P11012680A0676|72 75|PP2
P11012680A0676|101 104|Src
P11014213A1019|180 183|GAL
P11014213A1019|184 186|ER
P11014213A1019|296 300|GAL4
P11014213A1019|308 312|GAL4
P11014213A1019|324 327|CAT
P11016954A0438|54 56|-1
P11018028A0263|102 109|CDC25Mm
P11019257A0159|14 16|T1
P11019257A0159|18 20|T2
P11019257A0159|116 117|3
P11019257A0159|117 119|T2
P11020375A0134|15 16|1
P11020375A0134|118 121|CLI
P11020375A0134|126 127|g
P11020375A0134|131 133|-1
P11020375A0134|150 153|per
P11020375A0134|168 170|AF
P11020375A0134|179 181|AF
P11020375A0134|187 190|CLI
P11020375A0134|200 202|AF
P11020375A0134|212 214|AF
P11020375A0134|220 223|CLI
P11024036A0984|41 52|C/EBP alpha
P11024036A0984|107 108|3
P11024182A0781|68 70|AR
P11024182A0781|74 76|IR
P11024182A0781|109 111|-1
P11024300A1579|232 237|TIG-1
P11027027A0061|85 87|LC
P11027027A0061|88 90|MS
P11027267A0752|87 88|p
P11027274A1682|37 38|3
P11027274A1682|115 116|N
P11028131A1374|128 131|IFN
P11028131A1374|136 138|-1
P11029467T0000|114 115|B
P11029467T0000|194 197|THP
P11029467T0000|197 199|-1
P11029700A0295|14 15|1
P11029700A0295|23 27|cycH
P11029700A0295|28 29|1
P11030476A0685|71 73|10
P11030476A0685|74 75|6
P11031252A0646|14 16|up
P11031252A0646|31 34|PKC
P11031252A0646|124 127|PKC
P11031252A0646|145 146|3
P11031252A0646|180 183|PKC
P11034392A1072|125 127|PI
P11034392A1072|147 151|CD40
P11034547A1355|136 139|DBH
P11035037A0183|64 67|TBP
P11035037A0183|89 92|TBP
P11038042A0948|90 92|10
P11038042A0948|134 136|10
P11038366A1322|106 107|1
P11038366A1322|107 108|p
P11040101A1180|138 147|IL-1 beta
P11040101A1180|155 163|p38 MAPK
P11042199A0572|144 145|2
P11042199A0572|251 255|CREB
P11042703A0875|40 41|A
P11042703A0875|114 115|1
P11043469A0440|106 107|T
P11043469A0440|125 126|5
P11043469A0440|135 136|T
P11043469A0440|144 146|TR
P11046146A1202|175 177|TG
P11046146A1202|201 204|NFI
P11046148A0716|23 26|Syk
P11046148A0716|159 162|Lyn
P11049241A0659|88 90|ET
P11049241A0659|204 206|ET
P11049241A0659|208 209|p
P11053370A0708|103 104|S
P11053370A0708|118 121|GST
P11056007A0224|147 148|3
P11056019A0926|61 62|3
P11056019A0926|63 64|N
P11058120A0256|84 89|IRF-1
P11059786A0682|150 151|3
P11059786A0682|161 163|PI
P11059786A0682|164 165|3
P11059786T0000|0 32|Epidermal growth factor receptor
P11059786T0000|51 53|up
P11059786T0000|183 184|3
P11069788A0531|153 154|H
P11069788A0531|155 156|2
P11069788A0531|213 214|H
P11069788A0531|215 216|2
P11070078A1153|138 140|E6
P11071651A1308|127 134|FR-beta
P11071852A0297|23 29|SOCS-3
P11071852A0297|71 77|SOCS-3
P11071924A0588|22 25|SH2
P11071924A0588|99 102|SH2
P11071924A0588|133 135|-1
P11071924A0588|176 179|Cbl
P11073870A0375|102 105|PRC
P11073870A0375|204 206|up
P11075944A0691|84 86|up
P11075944A0691|113 115|SC
P11082185A0415|97 102|IRF-1
P11083868A0386|96 98|-1
P11083868A0386|99 100|1
P11083868A0386|118 119|C
P11087141A0977|29 31|GT
P11087141A0977|100 101|5
P11087141A0977|124 125|5
P11090762A0527|132 133|1
P11090762A0527|158 160|-1
P11092886A0341|143 148|PEPCK
P11093745A0563|56 59|CTF
P11094066A0505|108 112|IL-3
P11094066A0505|128 130|L1
P11094066A0505|145 149|PI3K
P11094066A1194|63 66|p27
P11094066A1194|67 71|KIP1
P11094066A1194|95 99|PI3K
P11094066A1194|113 115|L1
P11094075A0257|144 145|v
P11094075A0257|146 149|mos
P11094075A0257|154 155|v
P11094075A0257|156 159|ras
P11094590A0617|139 142|VAP
P11094590A0617|156 159|PTC
P11098217A0674|50 52|A3
P11101847A0159|121 124|1,3
P11102458A0000|227 228|A
P11106428A0635|84 89|FAP-1
P11106428A0635|141 144|Cys
P11106428A0635|151 154|Ser
P11106428A0635|177 178|S
P11106428A0635|192 195|GST
P11106668A0875|125 128|BIR
P11108151A0560|0 6|Ang II
P11108151A0560|52 55|PKC
P11108151A0560|70 73|PKC
P11108151A0560|116 119|EGF
P11108151A0560|120 121|R
P11108151A0560|154 157|EGF
P11108151A0560|158 159|R
P11108720A0124|29 33|S6K1
P11108720A0124|100 104|S6K1
P11108720A0124|112 113|N
P11108720A0124|119 120|C
P11108720A0124|205 206|C
P11108720A0124|254 258|S6K2
P11108720A1130|175 179|S6K1
P11108839A0401|32 34|S6
P11108839A0401|35 36|1
P11110528A0414|120 123|set
P11110528A0414|145 147|10
P11118438A0411|245 249|Pin1
P11118440T0000|116 117|3
P11118440T0000|118 123|HDAC1
P11123316T0000|24 25|T
P11123316T0000|69 70|3
P11123316T0000|86 89|Tec
P11128312A1238|206 209|FD2
P11128312A1238|212 213|3
P11133830A0174|51 54|CD2
P11133830A0174|206 209|Cbl
P11133986A0350|125 128|PIP
P11133986A0350|162 165|Fos
P11133986A0350|173 176|Jun
P11133986A0350|200 201|3
P11133986A0350|215 216|3
P11134351A1405|64 69|MBP-1
P11134508A0317|75 76|1
P11137296A1216|0 5|PFK-A
P11137296A1216|70 75|PFK-B
P11137296A1216|80 85|PFK-C
P11139469A0402|0 6|Ang II
P11139469A0402|134 135|C
P11139469A0402|171 172|2
P11142380A0389|77 79|TE
P11145562A0000|30 31|1
P11145562A0000|60 63|IGF
P11145562A0000|75 78|IGF
P11145562A0000|79 81|IR
P11145563A0303|34 38|StAR
P11145563A0303|75 80|COS-1
P11145571A0788|33 38|STAT1
P11145571A0788|70 73|IFN
P11145571A0788|139 142|GAS
P11145717A0936|78 79|N
P11145955A0189|295 304|TGF-alpha
P11152070A0573|113 117|pcbC
P11152081A0413|15 18|SDS
P11152283A0223|82 85|INS
P11152283A0223|85 87|-1
P11152283A0223|127 130|NGF
P11152283A0223|147 150|per
P11152283A0223|151 153|se
P11152344A0416|94 96|C1
P11152344A0416|97 99|C2
P11152451A0529|84 87|GST
P11156484A0223|115 118|EPR
P11156789A1669|263 266|CSF
P11156789A1669|338 341|CSF
P11157334A1107|70 71|P
P11158288T0000|120 124|CREB
P11158290A0728|86 98|IkappaBalpha
P11158337A0000|57 70|GnRH receptor
P11158337A0000|72 78|GnRH-R
P11158337A0000|168 174|GnRH-R
P11158337A0000|224 226|-1
P11158337A0000|228 232|AP-1
P11158337A0000|271 273|-1
P11158337A0000|275 279|SF-1
P11158456A0223|101 102|1
P11160683A1220|38 43|C/EBP
P11160683A1220|70 75|C/EBP
P11160683A1220|99 105|CREB-1
P11160683A1220|121 124|ATF
P11160683A1220|125 129|CREB
P11160683A1220|161 165|CREB
P11160860A0662|47 55|IKK-beta
P11160860A0662|207 219|IkappaBalpha
P11168588T0000|58 63|Cdc42
P11168588T0000|93 96|Jun
P11168588T0000|97 98|N
P11171320A0894|20 29|p120(ctn)
P11171320A0894|46 47|N
P11171320A0894|265 266|v
P11171320A0894|267 270|Src
P11171320A0894|283 285|EL
P11172944A0548|41 42|1
P11172944A0548|73 74|2
P11179664T0000|112 116|AML1
P11179689A0000|30 33|HMG
P11179956A1818|165 166|N
P11181531A0464|110 111|B
P11181531A0464|199 201|-1
P11194101A0532|233 234|P
P11195401A1030|78 81|AVP
P11197328T0000|82 116|C4 phosphoenolpyruvate carboxylase
P11202434T0000|103 108|ACBP2
P11203702A1307|226 228|-1
P11207216A0719|130 132|12
P11209100A0069|198 204|IL-1ra
P11211759A0165|113 114|B
P11211936A1490|99 102|JNK
P11211936A1490|151 153|RA
P11220306A0911|122 126|HexA
P11221845A1713|109 110|1
P11221845A1713|150 151|1
P11221845A1713|193 194|1
P11221845A1713|295 296|T
P11222387A1497|159 162|BCR
P11222387A1497|163 166|ABL
P11223186A1095|108 112|AP-1
P11223186A1095|119 123|GATA
P11227039A0953|54 57|PBF
P11227039A0953|59 60|P
P11230169A0480|213 214|p
P11231287A0158|48 49|N
P11233643A0000|83 85|IX
P11233643A0000|119 122|PDT
P11237491A0000|90 92|CA
P11237491A0000|100 102|CA
P11238105A0959|228 230|up
P11238105A0959|240 244|CD86
P11238405A0817|40 44|atf1
P11238405A0817|112 116|fbp1
P11238405A0817|148 152|MAPK
P11238447A0524|94 97|NES
P11238447A0524|103 107|CRM1
P11238447A0524|127 133|eIF-5A
P11238447A0524|178 184|nup153
P11238447A0524|186 191|nup98
P11238586A0000|241 244|how
P11241166A0677|129 130|R
P11241166A0677|201 206|SOCS3
P11241166A0677|276 279|CIS
P11245986T0000|71 72|B
P11246887A0000|153 157|PLTP
P11246887A0000|230 233|CAC
P11246887A0000|332 335|CAC
P11251697T0000|130 134|spin
P11256944A1144|126 128|ER
P11256944A1144|185 187|ER
P11256962A0233|238 239|5
P11259503A0212|61 62|3
P11259503A0212|66 67|h
P11259593A1094|41 45|Ace2
P11259593A1094|45 46|p
P11260468A1179|163 164|H
P11266184A0000|111 113|MR
P11266184A0000|177 181|spin
P11266184A0000|188 190|SE
P11271297T0000|75 77|FK
P11274357A0724|141 145|Rac1
P11274357A0724|147 152|Cdc42
P11274357A0724|252 254|H1
P11276426A0501|48 49|1
P11278286A0456|37 39|MR
P11278286A0456|41 43|GR
P11278286A0456|49 55|5-HT1A
P11278286A0456|161 167|5-HT1A
P11278286A1083|70 72|GR
P11278286A1083|97 99|MR
P11278286A1083|103 105|GR
P11278461A0637|79 80|C
P11278461A0637|134 139|HIF-1
P11278461A0637|197 202|HIF-1
P11278521A0849|63 65|up
P11278583A0873|20 23|IRS
P11278583A0873|155 156|1
P11278583A0873|214 218|Grb2
P11278583A0873|220 221|2
P11278583A0873|278 282|Shp2
P11278583A0873|288 289|3
P11278583A0873|293 294|C
P11278583A0873|347 350|Sos
P11278594A0618|71 76|MIC-1
P11278594A0618|214 219|MIC-1
P11278604A0300|56 57|5
P11278604A0300|214 217|Gal
P11278610A0902|43 51|Cullin-2
P11278610A0902|87 91|JAK2
P11278848A1316|58 61|Sp1
P11278928A1634|168 171|p30
P11280799A1025|28 29|1
P11280799A1025|37 38|1
P11280799A1025|80 84|IL-8
P11280799A1025|107 112|PTHrP
P11280799A1025|171 175|IL-8
P11280799A1025|191 196|PTHrP
P11282395A0530|42 43|2
P11282395A0530|180 181|1
P11282395A0530|182 187|Mre11
P11282395A0530|188 193|Rad50
P11282395A1073|172 175|NBS
P11285329A0682|46 47|P
P11287579A1084|53 54|6
P11287654A0150|37 38|N
P11287654A0150|85 86|C
P11288208A0712|99 102|CD4
P11288208A0712|132 133|6
P11289135A0975|282 283|1
P11289149A0658|116 136|CREB-binding protein
P11289149A0658|138 141|CBP
P11292839A0531|122 126|TATA
P11292839A0531|171 175|TATA
P11292839A0531|193 196|TBP
P11292839A0531|206 209|TBP
P11292839A0531|228 231|TBP
P11295470A0954|126 127|3
P11297419A0894|21 23|-1
P11297419A0894|112 113|C
P11306101A0000|76 77|3
P11306101A0000|191 192|3
P11306463A0383|18 19|C
P11306463A0383|30 32|Rb
P11306463A0383|87 91|cdk4
P11306463A0383|92 94|D1
P11306463A0383|127 128|C
P11309373A0783|157 158|5
P11309389A0273|99 101|12
P11309389A0273|130 131|2
P11309389A0273|170 171|3
P11309389A0273|193 197|GHBP
P11309389A0273|224 227|GHR
P11309389A0273|307 310|GHR
P11309389A0273|325 327|GH
P11311550A0253|254 255|2
P11311550A0253|256 257|C
P11311550A0253|258 260|12
P11313386A0704|26 28|up
P11313386A0704|42 46|CD40
P11313386A0704|83 84|B
P11313398A0687|76 77|3
P11314030A1264|50 53|Crk
P11314030A1264|111 114|Abl
P11314030A1264|219 220|C
P11318608A0669|262 266|coil
P11319880A1108|16 20|mTOR
P11319880A1108|40 46|4E-BP1
P11323411A0505|125 126|N
P11323411A0505|127 130|SH2
P11323411A0505|164 167|Tyr
P11323411A0505|168 169|P
P11323411A0505|184 185|C
P11323411A0505|186 189|SH2
P11323411A0505|206 209|Tyr
P11323411A0505|210 211|P
P11323716A0413|29 33|DDI1
P11327858A0087|89 90|p
P11328853A0644|64 68|SF-1
P11333263A0240|62 63|5
P11333268A1521|80 81|1
P11333268A1521|93 94|2
P11333268A1521|177 178|2
P11333268A1521|212 215|Sos
P11333268A1521|253 254|1
P11340085A0211|266 269|CR1
P11340085A0211|270 273|CR4
P11340516A0509|74 78|ADAL
P11340525A0737|127 128|B
P11340525A0737|165 166|C
P11347201X0001|118 119|D
P11350812A0829|18 23|Raf-1
P11350982A0560|63 67|GCN2
P11350982A0560|97 101|GCN2
P11350982A0560|102 105|per
P11350982A0560|106 108|se
P11353774A0255|229 231|NR
P11356853A0429|20 21|2
P11356853A0429|123 125|-1
P11357063A1053|107 111|TATA
P11359827T0000|93 96|SPE
P11359827T0000|103 106|SPE
P11359827T0000|107 108|J
P11361493T0000|20 21|B
P11367523A1684|38 41|C4B
P11368363A0129|195 199|HBP1
P11368363A0129|201 204|HMG
P11368363A0129|228 229|1
P11368914T0071|84 85|5
P11369700A0074|146 148|GL
P11369700A0074|151 152|C
P11369700A0074|153 154|H
P11369700A0616|125 127|-1
P11369700A0616|151 152|3
P11369700A0616|231 233|GL
P11371417A0744|193 195|-1
P11371417A0744|260 265|MIP-2
P11371417A0744|421 423|LA
P11372959A1447|145 147|R2
P11376946A0000|46 49|SH2
P11376946A0000|259 261|P1
P11377975A0898|14 18|Arg1
P11377975A0898|30 34|COS1
P11380028A0000|194 195|1
P11380028A0000|200 201|2
P11384225A0634|108 113|its 3
P11387208T0000|77 80|SCF
P11387950X0001|286 289|ANP
P11387950X0001|359 362|ANP
P11387950X0001|459 462|TNF
P11389085A0290|55 58|RET
P11389085A0290|98 101|p65
P11390581A1203|45 47|GC
P11390581A1203|77 79|Cp
P11390650A0562|145 146|P
P11390650A0562|146 148|-1
P11391303A0807|11 12|R
P11391303A0807|13 16|LHR
P11400644A0435|103 104|F
P11400644A0435|130 132|up
P11400644A0435|140 141|g
P11400644A0435|148 149|y
P11404016A1922|104 106|TE
P11408604A1440|35 36|D
P11408604A1440|176 180|ERK1
P11408604A1440|181 182|2
P11409425A0000|240 242|E4
P11409425A0000|277 278|3
P11409425A0000|370 374|t-PA
P11410110A0190|80 81|2
P11410664A0963|136 138|up
P11410664A0963|230 233|APE
P11410664A0963|237 239|-1
P11410664A0963|261 265|MGMT
P11413148A0573|24 27|Src
P11413148A0573|37 38|2
P11413148A0573|40 43|SH2
P11413148A0573|79 82|BTK
P11413277A1121|63 66|ara
P11413277A1121|67 68|C
P11415633A1253|50 51|D
P11416012A1982|101 113|LDL receptor
P11416012A2511|50 55|IGF-I
P11416012A2511|109 121|LDL receptor
P11416012A2511|257 258|3
P11416012A2511|302 304|10
P11416012A2511|390 392|10
P11416012A2511|446 448|10
P11416393A0000|290 291|2
P11416393A0000|333 334|2
P11416393A0000|335 336|g
P11416393A0000|488 489|3
P11416393A0000|538 539|1
P11416393A0000|597 598|5
P11422200A0000|39 44|G-CSF
P11427611A0000|226 227|2
P11428283A0228|2 3|5
P11429702A0917|227 231|aFGF
P11435428A0000|38 39|1
P11435578A2231|111 114|ATF
P11435605A0587|47 50|CAR
P11435605A0587|209 210|5
P11435605A0587|219 221|12
P11438651A1365|141 142|p
P11438654A1237|82 86|PI3K
P11438654A1237|101 104|Akt
P11438654A1237|105 109|Pak1
P11439343A0785|44 46|Pc
P11439343A0785|55 58|M33
P11441311X0001|29 30|B
P11441311X0001|96 100|term
P11441952A0414|22 23|3
P11441952A0414|164 165|5
P11441974A0320|131 133|O2
P11441974A0320|180 182|O2
P11441974A0320|198 200|-1
P11443509A0293|52 54|up
P11443509A0293|120 121|1
P11443509A0293|144 146|up
P11451995T0000|69 70|p
P11461595A0000|120 121|B
