P00030183T0000|37 43|HLA-B5
P08917696A0485|28 35|fos/jun
P08917696A0485|231 234|TRE
P08917696A0485|256 259|CRE
P08917696A0485|304 307|fos
P08917696A0485|312 321|jun genes
P08917696A0485|335 358|firefly luciferase gene
P08917696A0485|384 405|SV40 minimal promoter
P08918456A0455|42 46|mu 2
P08918456A0455|56 60|AP-2
P08918456A0455|120 121|Y
P08918456A0455|150 151|Y
P08918464A0225|0 7|STK/RON
P08918464A0225|25 28|pro
P08918464A0225|42 45|STK
P08918464A0225|57 60|MSP
P08918464A0225|87 95|STK/ RON
P08918464A0225|142 145|STK
P08918464A0225|157 160|MSP
P08918810A0967|9 29|DNase I footprinting
P08918810A0967|42 52|OxyR-C199S
P08918810A0967|63 67|Pmom
P08918810A0967|116 117|a
P08918810A0967|155 177|reduced wild-type OxyR
P08918885A1087|72 73|a
P08918885A1087|150 151|a
P08918885A1087|157 159|in
P08918885A1087|171 181|regulating
P08919289A0402|74 76|in
P08919907A0763|30 32|in
P08919907A0763|56 60|vs-1
P08919907A0763|89 116|-76/grp1.8 minimal promoter
P08921387A1182|75 76|a
P08921387A1182|86 92|linked
P08921387A1182|93 102|gene GPR2
P08921387A1182|156 168|EZH1 protein
P08921387A1182|169 171|in
P08921387A1182|186 187|C
P08921865A1293|80 104|large terminase proteins
P08922390A0793|65 73|vinculin
P08922390A0793|110 113|FAK
P08922390A2076|99 107|vinculin
P08922390A2076|115 118|FAK
P08922390A2076|173 184|LIM domains
P08922390A2076|200 201|a
P08922391A0304|9 17|protease
P08922391A0304|69 97|PDZ repeats 1 and 2 (PDZ1-2)
P08922391A0304|111 135|protein 4.1-binding site
P08923460A0565|0 11|RUSH-1 beta
P08923460A0565|45 57|RUSH-1 alpha
P08923470A0458|0 15|PPAR gamma mRNA
P08923470A0458|53 62|TNF alpha
P08925545T0001|0 36|Recombinant erythropoietin (r-HuEPO)
P08925545T0001|37 39|in
P08925545T0001|64 66|in
P08927612T0000|11 24|p53 mutations
P08927612T0000|25 27|in
P08929563T0000|0 18|Rat liver catalase
P08931991A1026|50 82|E2F-related transcription factor
P08931991A1026|95 97|in
P08931991A1026|102 112|regulation
P08931991A1026|116 132|nonmuscle myosin
P08932363A0807|9 23|E1A N-terminus
P08932363A0807|35 36|a
P08932363A0807|48 50|in
P08932363A0807|87 90|CBP
P08932363A0807|113 121|E2F1/DP1
P08932363A0807|134 144|E1A mutant
P08932363A0807|153 156|CBP
P08934533A0784|52 72|junB 5' flanking DNA
P08935931A0787|87 89|in
P08935991A0844|52 63|human CA IV
P08937981A0840|43 55|p54 subunits
P08937981A0840|105 108|p46
P08937981A0840|123 126|p46
P08937981A0840|178 181|p54
P08938420A0862|34 44|LHA2 mRNAs
P08939966A0816|80 85|SEC-1
P08940134A0705|4 6|Y1
P08940134A0705|12 14|Y1
P08940134A0705|15 20|v-crk
P08940134A0705|70 75|PTP1B
P08940134A0705|99 108|p130(Cas)
P08943032A0000|4 41|Escherichia coli tet-repressor (TetR)
P08946166A0568|54 63|FRDS gene
P08946668A0077|56 58|in
P08946668A0077|90 92|in
P08950352A0525|76 81|areas
P08950352A0525|135 137|in
P08950352A0525|138 139|a
P08950352A0525|149 153|area
P08950352A0525|160 161|a
P08950352A0525|188 189|p
P08952965A1182|55 65|synonymous
P08952965A1182|67 69|pS
P08952965A1182|111 140|tamarin variable region genes
P08953340A0000|133 134|a
P08955071T0000|58 68|human ORC1
P08955136A0606|35 46|PIP5KIalpha
P08955136A0606|57 62|PIP5K
P08955136A0606|100 127|erythroid PIP5KI antibodies
P08955159A0000|0 68|Human acid ceramidase ((AC) N-acylsphingosine amidohydrolase, EC 3.5
P08955306A0224|48 57|cdh genes
P08955306A0224|112 116|ORF1
P08959117A0708|211 212|a
P08960827A1169|97 115|human insulin gene
P08970951A0823|108 129|core and Pol proteins
P08970984A0765|4 18|SCMV SNE sites
P08970984A0765|90 102|Rel/NFkappaB
P08970984A0765|113 144|YY1 class transcription factors
P08970984A0765|184 211|tumor necrosis factor alpha
P08970991A0747|53 57|p53-
P08970991A0747|88 90|in
P08971009A0860|41 45|step
P08971009A0860|86 89|cis
P08971009A0860|90 96|acting
P08971009A0860|112 113|a
P08971009A0860|123 126|can
P08971009A0860|170 172|in
P08972182A0000|4 16|Fas receptor
P08972182A0000|26 27|a
P08972182A0000|57 59|in
P08972182A0000|125 132|linking
P08973527A0000|36 48|coat protein
P08973917A0632|35 50|human PWP2 gene
P08974135A0052|121 123|B1
P08974135A0052|131 133|in
P08974135A0052|185 187|in
P08974135A0052|202 203|a
P08975713A0454|33 34|a
P08975713A0454|82 85|p53
P08975713A0454|85 87|p2
P08975713A0454|133 134|a
P08975713A0454|156 157|a
P08975713A0454|208 222|p53p2 promoter
P08976253A0637|60 78|seminal plasma PSA
P08977235A0134|0 5|G-CSF
P08977235A0134|60 64|JAK1
P08977235A0134|69 81|JAK2 kinases
P08977235A0134|90 116|STAT transcription factors
P08977235A0588|99 104|STAT5
P08977235A0588|109 114|STAT1
P08977235A0588|135 140|STAT3
P08977235A0588|156 161|STAT5
P08977235A0588|166 171|STAT1
P08978690A0262|17 21|Rad3
P08978690A0262|113 115|in
P08978817A0620|40 50|dim1-delta
P08978817A0620|54 60|dim2-1
P08978817A0620|81 95|mutants end4-1
P08978817A0620|99 105|act1-1
P08978817A0620|162 179|DIM gene products
P08978817A0620|189 191|in
P08978817A0620|192 193|a
P08978996A0000|85 87|in
P08978996A0000|110 112|in
P08978996A0000|183 189|impact
P08978996A0000|214 216|in
P08980413A0500|67 69|P2
P08980536A1196|39 40|H
P08980536A1196|45 47|in
P08980536A1196|58 71|CHS promoters
P08981371A2049a|77 82|CSF-1
P08981371A2049b|77 82|CSF-1
P08985115A1571|32 53|active 37LRP/p40 gene
P08985122A0501|163 187|transcription factor SP1
P08986190A0927|41 43|in
P08986190A0927|67 68|a
P08986190A0927|90 92|in
P08986190A0927|93 96|LDH
P08986770A0268|38 58|I-POU/tI-POU message
P08986770A0268|75 77|in
P08986770A0268|129 134|I-POU
P08986812A1214|26 49|delta proAE mutant cDNA
P08986812A1214|50 53|can
P08986812A1214|74 76|in
P08988257A1256|41 42|a
P08988257A1256|58 60|kb
P08989025A0359|81 83|in
P08990168A0688|9 17|p48 gene
P08990168A0688|44 49|STAT1
P08990168A0688|54 58|JAK1
P08990168A0688|70 75|STAT1
P08990168A0688|93 97|GATE
P08993393A0498|91 104|hPACAP-R gene
P08993836A0699|78 94|HNF-3 alpha gene
P08993836A0699|95 97|in
P08994825A0000|36 69|MPF (maturation promoting factor)
P08994825A0000|90 116|Cdc2/28-cyclin B complexes
P08994832A0782|28 30|in
P08995410A0000|0 37|Eukaryotic initiation factor 3 (eIF3)
P08995410A0000|41 42|a
P08995410A0000|107 130|eIF2 x GTP x tRNA(Met)i
P08995410A0000|164 186|40 S ribosomal subunit
P08995410A0000|211 212|a
P08995410A1109|122 126|p170
P08995410A1109|134 139|hPrt1
P08995410A1109|142 146|p110
P08995410A1109|148 151|p66
P08995410A1109|153 156|p48
P08995410A1109|158 161|p47
P08995410A1109|163 166|p44
P08995410A1109|168 171|p40
P08995410A1109|173 176|p36
P08995410A1109|182 185|p35
P08995652A0812|115 116|C
P08995652A0812|142 156|UL80.5 protein
P08995652A0812|183 184|C
P08995652A0812|216 230|UL80.5 protein
P08995652A0812|254 255|C
P08995652A0812|287 301|UL26.5 protein
P08995652A0812|358 372|UL80.5 protein
P08995652A0812|378 381|VP5
P08995652A0812|498 512|UL80.5 protein
P08995652A0812|562 564|iv
P08995652A0812|590 607|scaffold proteins
P08995652A0812|633 634|N
P08995652A0812|682 683|v
P08995652A0812|689 695|UL26.5
P08995652A0812|700 715|UL80.5 proteins
P08996730A1146|183 185|in
P08997490A1127|0 12|C/EBP beta V
P08997490A1127|15 16|A
P08997490A1127|54 65|C/EBP sites
P08997490A1127|80 89|DBP sites
P08997490A1127|155 200|albumin and cholesterol hydroxylase promoters
P08999857A0801|19 21|in
P08999857A0801|144 176|alpha1(I) collagen gene promoter
P08999882T0000|44 48|beta
P09000146T0000|30 63|wild type and variant c-src genes
P09001667A0312|60 62|th
P09002648A0202|33 35|in
P09002648A0202|36 37|a
P09002672A0439|28 38|mTRF1 cDNA
P09002672A0439|48 50|in
P09002672A0439|51 52|a
P09002672A0439|153 158|hTRF1
P09002672A0439|199 200|a
P09003001A1909|19 21|in
P09003001A1909|26 38|SE2 fragment
P09003001A1909|46 66|transferrin promoter
P09003001A1909|94 96|in
P09003001A1909|125 126|E
P09003462A0792|39 42|SL1
P09003462A0792|44 47|S29
P09003462A0792|49 53|SL11
P09003462A0792|55 60|SL196
P09003462A0792|65 70|SL126
P09003462A0792|90 101|nrdB intron
P09005273A1558|172 198|neuropathy target esterase
P09005979A0841|4 12|GHR mRNA
P09005979A0841|13 22|GHBP mRNA
P09006010A0527|36 68|RsaA C terminus (amino acid 784)
P09006010A0527|86 87|S
P09006010A0527|189 193|RsaA
P09006010A0527|204 205|a
P09006010A0527|229 230|C
P09006902A0370|33 44|human MEKK3
P09006910A0000|73 103|retinoid X receptor (RXR) gene
P09006910A0000|146 169|human RXRgamma2 isoform
P09006914A1127|53 56|p38
P09006914A1127|153 168|E-selectin gene
P09006935A0590|91 93|GC
P09010223A0667|41 46|SAP1a
P09010223A0667|48 52|FLI1
P09010223A0667|54 62|EWS-FLI1
P09010223A0667|64 68|ETS1
P09010223A0667|70 74|ETS2
P09010223A0667|76 80|PEA3
P09010223A0667|85 98|PU.1 proteins
P09010223A0667|99 102|can
P09010223A0667|131 134|SRF
P09010223A0667|142 158|Egr1 SREI and II
P09010223A1850|48 51|SRF
P09010223A1850|63 64|a
P09010223A1850|99 103|FLI1
P09010223A1850|108 116|EWS-FLI1
P09010223A1850|162 187|ETS transcription factors
P09010223A1850|188 190|in
P09010223A1850|195 205|regulation
P09010223A1850|213 222|Egr1 gene
P09011744A0790|45 75|NMDA receptor channel subunits
P09011744A0790|81 99|epsilon 1 (Grin2a)
P09011744A0790|101 119|epsilon 2 (Grin2b)
P09011744A0790|121 139|epsilon 3 (Grin2c)
P09011744A0790|141 159|epsilon 4 (Grin2d)
P09011744A0790|164 170|zeta 1
P09011744A0790|172 177|Grinl
P09011744A0790|299 301|F1
P09012405A0785|30 31|D
P09012405A0785|72 77|TFIIH
P09012405A0785|79 80|a
P09012405A0785|113 114|a
P09012405A0785|131 133|in
P09012636A0723|39 54|HDL cholesterol
P09012636A0723|151 161|fibrinogen
P09013499A0198|75 104|N-methyl-D-aspartate receptor
P09013499A0198|116 118|MK
P09016566A0655|52 53|a
P09016566A0655|74 83|BiP mRNAs
P09019302A0600|16 19|PLP
P09019302A0600|20 22|in
P09019302A0600|30 33|can
P09019302A0600|113 115|in
P09021684A1418|167 169|NF
P09021684A1418|176 178|B2
P09021684A1418|178 181|p52
P09023197T0000|4 36|dnaK operon of Bacillus subtilis
P09023378A0959|29 31|in
P09023378A0959|107 108|C
P09024039A0247|64 65|a
P09024039A0247|83 84|h
P09024039A0247|140 143|CCA
P09024793A1325|90 94|MyoD
P09024793A1325|99 107|myogenin
P09024793A1325|127 128|E
P09024793A1325|133 135|in
P09024793A1325|163 171|MCK gene
P09024793A1325|177 179|in
P09024793A1325|196 201|BMP-2
P09024805A0905b|62 63|a
P09024805A0905b|74 82|Sp1 site
P09024805A0905b|103 104|a
P09024805A0905b|124 127|ZII
P09024805A0905b|129 138|CREB/ AP1
P09024805A0905b|157 171|BZLF1 promoter
P09024805A0905b|172 178|linked
P09024805A0905b|186 197|beta-globin
P09025549A0000|109 111|in
P09025549A0000|188 189|a
P09025549A0000|224 226|in
P09027346A1957|46 68|hCG-ectodomain complex
P09027346A1957|127 128|a
P09027346A1957|165 167|pE
P09027346A1957|180 183|LHR
P09028308A0590|155 160|G-CSF
P09029091A0881|64 87|phospholipase C gamma 1
P09029091A0881|103 105|in
P09029091A0881|138 152|A2/HCP chimera
P09029159A0000|4 20|interferon (IFN)
P09029159A0000|29 95|double-stranded RNA (dsRNA)-activated Ser/Thr protein kinase (PKR)
P09030688A0435|3 15|rlf2 mutants
P09030688A0435|86 91|Rap1p
P09032248A0239|47 76|Pcl1,2-Pho85 kinase complexes
P09032248A0239|104 106|in
P09032248A0239|122 142|Cln1,2-Cdc28 kinases
P09032250A0257|77 81|Tax1
P09032250A0257|116 142|CCAAT binding protein NF-Y
P09032254A0724|36 45|AP-1 site
P09032259A0972|39 42|SRF
P09032267A0850|108 110|TR
P09032267A0850|115 124|p45/NF-E2
P09032275A1133|67 87|AHC deletion mutants
P09032304T0000|61 63|in
P09032304T0000|68 112|herpes simplex virus regulatory protein ICP4
P09032328A0650|23 25|kb
P09032328A0650|47 48|a
P09032328A0650|97 102|ORF11
P09032328A0650|107 112|ORF17
P09035307A0000|47 49|in
P09035307A0000|113 116|mTc
P09035307A0000|159 162|mTc
P09036529A0343|110 113|CAP
P09036529A0343|190 194|wasp
P09036529A0343|204 208|spec
P09036529A0343|226 229|ALK
P09037064A0183|146 148|in
P09037064A0183|149 150|a
P09037163A1652|69 78|gpc4 gene
P09038166A0818|8 9|a
P09038166A0818|14 16|A1
P09038166A0818|51 52|a
P09038192A0846|2 5|MEK
P09041123A0195|102 110|regulate
P09041123A0195|144 145|a
P09042078A0202|55 57|in
P09042078A0202|102 104|in
P09045842T0000|17 62|alpha and sigma-70 subunits of RNA polymerase
P09045919A1250|82 84|in
P09045919A1250|106 109|p50
P09045919A1250|114 128|c-Rel proteins
P09046090T0000|58 70|G4p1 protein
P09046090T0000|86 105|glucose transporter
P09046090T0000|120 122|in
P09046090T0000|123 124|a
P09046090T0000|130 132|kb
P09046090T0000|158 161|arm
P09047252A0209|104 107|AFP
P09049198A0289|53 55|in
P09049198A0289|94 104|regulation
P09049198A0289|112 120|p21 gene
P09049198A0289|135 137|in
P09049270A0488|38 45|LeMT(B)
P09049270A0488|78 91|MT-like genes
P09049270A0488|111 113|in
P09049270A0488|132 134|in
P09049270A0488|193 194|a
P09049270A0488|213 224|type II MTs
P09050849A0000|13 22|a protein
P09050849A0000|32 34|in
P09050849A0000|87 88|a
P09050849A0000|110 152|Saccharomyces cerevisiae Sec7 gene product
P09050867A0542|43 56|Krox proteins
P09050867A0542|66 82|nuclear factor 1
P09050867A0542|112 136|POU-homeodomain proteins
P09051656A0390|99 100|a
P09053309A1103|51 62|oep mutants
P09053309A1103|99 122|floor plate inducer shh
P09053973A1252|96 98|in
P09056761A0000|113 114|a
P09056761A0000|181 183|in
P09057648A0422|28 36|tat cDNA
P09057648A0422|37 39|in
P09057648A0422|59 64|tat/S
P09057648A0422|81 82|a
P09057648A0422|106 144|c-fos promoter (FC3, from -711 to +42)
P09057648A0422|145 147|in
P09057648A0422|161 215|bacterial chloramphenicol acetyltransferase (CAT) gene
P09058373A0670|59 75|GHR1-279 variant
P09058373A0670|76 78|in
P09058373A1620|51 73|Stat5-binding elements
P09059039A0850|28 30|in
P09059039A0850|66 68|in
P09059039A0850|154 156|C4
P09059039A0850|219 221|in
P09059039A0850|304 306|C1
P09061697A0629|81 85|rest
P09061697A0629|97 98|h
P09061697A0629|120 123|mCi
P09061697A0629|191 195|rest
P09061697A0629|255 256|a
P09061697A0629|269 272|mCi
P09062130A0116|64 66|in
P09062130A0116|67 68|V
P09062130A0116|69 72|max
P09062130A0116|98 110|N-SH2 domain
P09062130A0116|182 193|SH2 domains
P09062130A0116|217 230|PTPase domain
P09065768A0862|44 46|kb
P09065768A0862|105 127|mammalian lactase mRNA
P09067577A0307|29 36|BCR/ABL
P09067577A0307|38 42|CRKL
P09067577A0307|78 81|CRK
P09071308A0376|101 103|in
P09071407T0000|21 23|in
P09072361A0357|47 48|a
P09072361A0357|71 73|in
P09073074T0000|29 53|murine FGFR-3 psuedogene
P09073582A0444|33 34|a
P09073582A0444|35 61|548-bp BglII-SmaI fragment
P09074508A0397|4 19|human CD38 gene
P09079625A0935|0 10|Syndecan-4
P09079625A0935|14 15|a
P09079625A0935|81 84|PKC
P09079689A0472|34 44|PAS domain
P09079689A0472|49 50|a
P09079689A0472|60 61|C
P09079689A0472|110 111|a
P09079878A0000|144 148|lasA
P09079878A0000|164 176|pre-lactocin
P09079904A0995|28 32|sodA
P09079904A0995|68 70|in
P09079904A0995|107 108|A
P09079904A0995|152 162|Bvg system
P09080250A0212|61 85|p15E cDNA gene fragments
P09083291A1378|88 97|cyclin D1
P09083291A1378|102 114|cdks 4 and 2
P09083291A1378|115 117|in
P09083291A1378|135 149|cyclin E-cdk 2
P09083563A0971|208 214|toxins
P09084174A0667|57 61|leuB
P09084174A0667|72 103|3-isopropylmalate dehydrogenase
P09084174A0667|105 108|asd
P09084174A0667|119 166|aspartate-beta-semialdehyde dehydrogenase (Asd)
P09084174A0667|172 176|orfA
P09084174A0667|217 245|Asd proteins from Vibrio spp
P09084227A0833|211 215|rats
P09085842A1559|74 84|SR protein
P09086268A0611|54 56|P7
P09086268A0611|84 103|P2 (RNA polymerase)
P09086268A0611|108 110|P7
P09089093A0373|32 46|human CA genes
P09089653A1112|50 57|DNase-I
P09089653A1112|82 83|a
P09090054A0186|73 82|regulator
P09090054A0186|84 92|permease
P09090054A0186|97 114|alpha-glucosidase
P09090054A0186|156 178|alpha-glucosidase gene
P09090054A0186|193 197|MAL1
P09091125A0161|66 96|alkaline and acid phosphatases
P09092580A1354|65 67|in
P09092636A0802|26 62|temperature-sensitive rad54-3 allele
P09092636A0802|118 142|DYZ3 satellite sequences
P09092636A0802|172 173|a
P09092636A0802|174 184|human DYZ5
P09093867T0000|0 30|Circularized Ac/Ds transposons
P09096229T0000|54 88|Saccharomyces cerevisiae MFA2 gene
P09098066A0119|104 108|HMW3
P09098066A0119|144 146|in
P09098066A0119|174 175|a
P09098066A0119|200 203|HA-
P09098066A0119|242 277|cytadherence-regulatory locus (crl)
P09098899A0000|19 20|a
P09098899A0000|60 70|Ogr family
P09098899A0000|114 116|in
P09098899A0000|117 119|P2
P09098899A0000|146 147|a
P09098899A0435|196 201|delta
P09098899A0435|223 227|cm-1
P09098899A0435|255 256|a
P09098899A0435|264 265|S
P09099702A0000|66 125|nuclear orphan receptor germ cell nuclear factor (GCNF)/RTR
P09099745A1446|104 106|in
P09099745A1446|112 115|p21
P09099745A1446|120 123|p27
P09099745A1446|206 207|a
P09099745A1446|235 243|cyclin E
P09099745A1446|272 275|CDK
P09099745A1446|302 323|CDK-activating kinase
P09099745A1446|352 356|Cdk2
P09100202A0000|72 73|a
P09101085A0686|80 95|p27Kip1 protein
P09105530A0000|29 30|a
P09105530A0000|71 73|in
P09106057A0000|50 51|N
P09106057A0000|60 61|N
P09106057A0000|93 94|A
P09106057A0000|147 149|in
P09106057A0000|268 270|CL
P09108038A1128|10 20|LRR domain
P09108038A1128|28 46|SH3-binding domain
P09108038A1128|92 93|a
P09108279A0431|87 91|ogg1
P09108279A0431|106 107|a
P09108279A0431|110 113|mer
P09108279A0431|138 139|a
P09108279A0431|162 168|paired
P09108279A0431|174 175|a
P09108279A0431|193 194|C
P09108279A0431|199 200|a
P09108451A0160|88 90|G1
P09108451A0160|110 112|in
P09111004A0732|90 93|Thr
P09111004A0732|127 130|L12
P09111004A0732|141 144|p38
P09111004A0732|191 194|L12
P09111004A0732|201 202|a
P09111004A0732|214 216|in
P09111048X0000|9 40|testis-specific mRNA transcript
P09111048X0000|53 97|NH2-terminal truncated nitric-oxide synthase
P09111048X0000|142 184|neuronal nitric-oxide synthase (nNOS) gene
P09111309A0674|18 23|Ets-2
P09111309A0674|28 70|p44 mitogen-activated protein (MAP) kinase
P09111340A0240|16 22|acting
P09111340A0240|44 54|c-myc mRNA
P09111340A0240|132 148|mutant myc genes
P09111340A0240|184 197|myc sequences
P09111340A0240|216 238|human beta-globin gene
P09111340A0240|249 303|bacterial chloramphenicol acetyltransferase (CAT) gene
P09111367A1098|151 152|a
P09111367A1098|185 189|p53-
P09111367A1098|219 224|tal-1
P09111367A1098|335 340|c-myc
P09111367A1098|362 374|tal-1 mutant
P09111367A1098|409 414|tal-1
P09111367A1098|506 547|N-terminally truncated tal-1 variant (M3)
P09115247A2069|49 51|SH
P09115247A2069|71 72|a
P09115247A2069|95 98|can
P09115247A2069|225 226|a
P09115247A2069|262 263|a
P09115247A2069|264 268|beta
P09115265A1160|91 128|erythroid transcription factor GATA-1
P09115279A0345|113 114|a
P09115279A0345|115 126|Pch1 kinase
P09115279A0345|127 129|in
P09115365A0000|18 58|human heat shock protein 70 gene (hsp70)
P09115989A0993|50 55|links
P09115989A0993|75 80|steps
P09115989A0993|81 83|in
P09117345A0945|14 28|alpha 4 beta 1
P09117345A0945|34 40|TS2/16
P09118196A0281|168 169|R
P09118704A0771|69 74|G-CSF
P09119031A1036|104 142|core RNA polymerase (alpha2beta beta')
P09119031A1036|187 189|in
P09119031A1036|226 248|wild-type sigma factor
P09119112A1350|39 41|in
P09119112A1350|48 54|GATA-5
P09119112A1350|64 65|a
P09119112A1350|118 120|in
P09121430A0132|15 58|Ras/mitogen-activated protein kinase (MAPK)
P09121454A1328|70 75|Bur6p
P09121454A1328|80 85|Mot1p
P09121454A1328|129 131|in
P09121454A1328|195 197|in
P09121774A0611|105 122|MAP kinase family
P09122176A0970|56 65|hMGP gene
P09122176A0970|96 103|RAR/RXR
P09123787A0486|79 81|in
P09123787A0486|151 152|a
P09123787A0486|190 192|R2
P09123787A0486|219 220|a
P09123787A0486|241 243|in
P09128730A0000|72 104|malonyl-S-[acyl-carrier protein]
P09128730A0000|110 141|acetyl-S-[acyl-carrier protein]
P09128730A0000|176 177|a
P09128730A0000|178 192|biotin protein
P09128730A0000|236 241|delta
P09128730A0000|242 244|mu
P09129147A0644|4 24|Jem peptide sequence
P09129147A0644|31 32|a
P09129147A0644|94 101|Fos/Jun
P09129147A0644|106 123|ATF/CREB proteins
P09130700A0676|44 49|Tub4p
P09130700A0676|51 57|Spc98p
P09130700A0676|62 68|Spc97p
P09130700A0676|103 108|SPC97
P09130700A0676|168 172|TUB4
P09130700A0676|176 181|SPC98
P09130720A0417|36 38|in
P09130720A0417|87 89|in
P09131139T0000|23 47|acetylhydrolase (PAF-AH)
P09131139T0000|57 59|in
P09132061A0828|4 9|atp 1
P09132061A0828|14 19|atp 2
P09132061A0828|91 105|isoperoxidases
P09132061A0828|133 157|peroxidase encoding ESTs
P09135066A0653|62 69|p96h2bk
P09135066A0653|70 72|in
P09135066A0653|88 101|oncogenic Ras
